Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
23-07-2024,15:24:00,CNR6510006922,Canceled by Customer,CID476097,Auto,Driver is not moving towards pickup location,null,null,null,469.00,null,0.00,null,null
24-07-2024,07:13:00,CNR4890972250,Success,CID967514,Prime Plus,null,null,No,null,279.00,Cash,10.00,4.70,4.60
03-07-2024,19:55:00,CNR5627318491,Canceled by Customer,CID620426,Prime Plus,Driver asked to cancel,null,null,null,291.00,null,0.00,null,null
02-07-2024,03:58:00,CNR8721080450,Success,CID729306,Prime SUV,null,null,No,null,185.00,Cash,47.00,4.90,3.20
23-07-2024,02:39:00,CNR2083677070,Driver Not Found,CID678434,eBike,null,null,null,null,371.00,null,0.00,null,null
05-07-2024,21:55:00,CNR4977740363,Success,CID141603,Auto,null,null,No,null,1259.00,Cash,17.00,4.70,4.80
17-07-2024,22:08:00,CNR6832268378,Success,CID491013,Prime Plus,null,null,No,null,651.00,UPI,15.00,3.50,3.10
28-07-2024,15:10:00,CNR3424241162,Success,CID334766,Prime Sedan,null,null,No,null,132.00,UPI,34.00,4.00,3.90
14-07-2024,13:47:00,CNR2401500362,Success,CID502563,Mini,null,null,No,null,180.00,Cash,27.00,3.20,4.00
17-07-2024,15:49:00,CNR7507612323,Success,CID741038,eBike,null,null,No,null,830.00,Cash,25.00,3.20,4.20
29-07-2024,05:09:00,CNR6876253099,Success,CID955810,Bike,null,null,No,null,2910.00,UPI,24.00,4.60,3.80
02-07-2024,00:32:00,CNR7362682467,Success,CID600119,Prime SUV,null,null,No,null,479.00,Cash,30.00,4.00,3.10
21-07-2024,15:09:00,CNR8968183998,Canceled by Driver,CID463337,Prime SUV,null,Customer was coughing/sick,null,null,490.00,null,0.00,null,null
19-07-2024,17:32:00,CNR7233042215,Canceled by Driver,CID396290,Prime Sedan,null,More than permitted people in there,null,null,1262.00,null,0.00,null,null
13-07-2024,23:56:00,CNR6128859943,Success,CID227071,Prime SUV,null,null,No,null,249.00,UPI,19.00,4.10,3.50
08-07-2024,09:07:00,CNR8309492601,Success,CID351256,Auto,null,null,No,null,186.00,UPI,19.00,3.00,4.20
06-07-2024,11:57:00,CNR1393145232,Success,CID597549,Prime Plus,null,null,No,null,1957.00,Cash,24.00,4.90,3.70
23-07-2024,23:58:00,CNR5206608956,Success,CID959615,Mini,null,null,No,null,1442.00,Cash,18.00,3.60,4.90
08-07-2024,00:29:00,CNR1205508608,Canceled by Customer,CID822448,Auto,Driver asked to cancel,null,null,null,443.00,null,0.00,null,null
20-07-2024,19:46:00,CNR6172576948,Success,CID225241,Mini,null,null,No,null,378.00,UPI,37.00,3.20,3.60
09-07-2024,08:15:00,CNR5636320784,Canceled by Driver,CID236551,Bike,null,More than permitted people in there,null,null,493.00,null,0.00,null,null
18-07-2024,02:45:00,CNR9736009705,Success,CID269119,Bike,null,null,No,null,634.00,Cash,46.00,3.00,3.20
09-07-2024,12:06:00,CNR6670321176,Success,CID896927,Mini,null,null,No,null,428.00,Cash,20.00,3.80,3.00
10-07-2024,07:29:00,CNR1665379553,Success,CID242500,Mini,null,null,No,null,720.00,Cash,4.00,4.30,4.50
04-07-2024,01:16:00,CNR3655615145,Canceled by Driver,CID512358,Bike,null,Customer was coughing/sick,null,null,131.00,null,0.00,null,null
30-07-2024,09:54:00,CNR1972027774,Success,CID562598,Auto,null,null,No,null,489.00,UPI,11.00,4.60,3.90
29-07-2024,16:37:00,CNR7894704496,Canceled by Driver,CID472238,Prime Sedan,null,Personal & Car related issue,null,null,342.00,null,0.00,null,null
08-07-2024,15:57:00,CNR6475516636,Success,CID957186,Bike,null,null,No,null,269.00,Cash,18.00,3.00,3.50
13-07-2024,15:14:00,CNR3895327006,Driver Not Found,CID412289,Prime Plus,null,null,null,null,203.00,null,0.00,null,null
24-07-2024,17:25:00,CNR2132793021,Canceled by Driver,CID468540,Bike,null,Personal & Car related issue,null,null,860.00,null,0.00,null,null
11-07-2024,20:39:00,CNR3240984460,Success,CID799801,Prime Sedan,null,null,No,null,865.00,Cash,14.00,3.00,4.80
30-07-2024,17:26:00,CNR6009162141,Canceled by Customer,CID524324,Prime Sedan,AC is Not working,null,null,null,1847.00,null,0.00,null,null
17-07-2024,16:16:00,CNR7066938121,Success,CID217652,Prime Sedan,null,null,No,null,629.00,Cash,36.00,4.30,4.40
23-07-2024,13:33:00,CNR9476584533,Success,CID121448,eBike,null,null,No,null,454.00,UPI,9.00,4.80,3.00
01-07-2024,09:59:00,CNR6615534220,Success,CID104886,Auto,null,null,No,null,489.00,Cash,11.00,3.90,4.90
14-07-2024,17:46:00,CNR3106860788,Success,CID661845,Mini,null,null,No,null,415.00,UPI,42.00,4.90,3.20
15-07-2024,06:25:00,CNR4480285024,Success,CID315679,Prime Plus,null,null,No,null,507.00,Cash,8.00,4.90,5.00
28-07-2024,00:13:00,CNR3232970955,Success,CID156740,Prime Sedan,null,null,No,null,806.00,Cash,47.00,3.40,3.50
16-07-2024,11:51:00,CNR4571669421,Canceled by Customer,CID974899,Auto,Driver asked to cancel,null,null,null,339.00,null,0.00,null,null
25-07-2024,20:11:00,CNR4443085141,Canceled by Driver,CID480258,Mini,null,Customer related issue,null,null,366.00,null,0.00,null,null
08-07-2024,14:04:00,CNR1067108121,Canceled by Driver,CID321640,Auto,null,Personal & Car related issue,null,null,466.00,null,0.00,null,null
19-07-2024,17:11:00,CNR2980895699,Success,CID943210,eBike,null,null,No,null,172.00,UPI,11.00,3.10,3.30
29-07-2024,04:44:00,CNR1745108078,Success,CID976409,eBike,null,null,No,null,664.00,Cash,33.00,3.60,4.60
02-07-2024,18:09:00,CNR9183948235,Success,CID756207,Prime Plus,null,null,No,null,650.00,Cash,11.00,3.40,3.20
07-07-2024,08:27:00,CNR1563368287,Success,CID611201,Prime SUV,null,null,No,null,403.00,Cash,14.00,3.00,4.80
18-07-2024,02:34:00,CNR6122420909,Driver Not Found,CID867951,Auto,null,null,null,null,122.00,null,0.00,null,null
15-07-2024,15:28:00,CNR5051575221,Success,CID739851,Auto,null,null,No,null,201.00,Cash,17.00,3.60,3.20
02-07-2024,08:10:00,CNR3516479975,Success,CID642488,Prime Sedan,null,null,No,null,108.00,Cash,48.00,3.30,4.80
29-07-2024,21:14:00,CNR7014632278,Success,CID238501,Prime Sedan,null,null,No,null,479.00,Credit Card,13.00,4.60,4.30
16-07-2024,05:24:00,CNR8713067907,Success,CID811237,Mini,null,null,No,null,627.00,UPI,28.00,3.90,4.70
21-07-2024,21:47:00,CNR6608605742,Canceled by Driver,CID217171,Prime SUV,null,Personal & Car related issue,null,null,1722.00,null,0.00,null,null
30-07-2024,18:36:00,CNR9785267819,Success,CID721135,Auto,null,null,No,null,1537.00,Cash,12.00,3.20,3.10
24-07-2024,11:39:00,CNR1105649191,Canceled by Driver,CID289275,Prime Sedan,null,Customer related issue,null,null,489.00,null,0.00,null,null
25-07-2024,04:49:00,CNR7815674680,Success,CID889675,Prime SUV,null,null,No,null,249.00,UPI,13.00,4.50,4.30
23-07-2024,01:41:00,CNR4445645974,Canceled by Driver,CID700335,Prime SUV,null,Customer related issue,null,null,585.00,null,0.00,null,null
15-07-2024,03:43:00,CNR9859171706,Success,CID586514,Prime Sedan,null,null,No,null,801.00,UPI,3.00,3.70,3.10
28-07-2024,18:53:00,CNR8876360273,Success,CID167091,Prime SUV,null,null,No,null,497.00,Credit Card,9.00,4.80,4.30
23-07-2024,13:54:00,CNR3870813501,Success,CID803005,Bike,null,null,No,null,385.00,Cash,43.00,5.00,3.50
29-07-2024,22:53:00,CNR5889903741,Driver Not Found,CID796472,Mini,null,null,null,null,427.00,null,0.00,null,null
01-07-2024,12:59:00,CNR3738472954,Success,CID315768,Auto,null,null,No,null,448.00,UPI,11.00,3.80,3.20
24-07-2024,02:39:00,CNR3631298172,Success,CID121794,Prime Sedan,null,null,No,null,195.00,UPI,20.00,4.20,4.10
04-07-2024,09:57:00,CNR7644721420,Success,CID199761,Prime SUV,null,null,No,null,215.00,UPI,12.00,3.10,4.30
02-07-2024,13:34:00,CNR4916479834,Success,CID489870,Prime Plus,null,null,No,null,983.00,Cash,2.00,4.00,4.70
28-07-2024,16:13:00,CNR9629135226,Success,CID491733,Mini,null,null,No,null,383.00,UPI,1.00,3.20,4.90
15-07-2024,01:32:00,CNR1299123025,Success,CID129083,Prime Sedan,null,null,No,null,132.00,Cash,7.00,4.30,3.10
13-07-2024,06:37:00,CNR9036806822,Success,CID993762,eBike,null,null,No,null,1437.00,Cash,35.00,3.00,3.30
29-07-2024,08:23:00,CNR1100932217,Success,CID377107,eBike,null,null,No,null,2263.00,Cash,25.00,4.50,3.40
17-07-2024,14:40:00,CNR4305001363,Success,CID779459,Auto,null,null,No,null,394.00,UPI,3.00,3.90,3.40
08-07-2024,11:42:00,CNR9085938934,Success,CID518473,Bike,null,null,No,null,491.00,Cash,42.00,4.30,4.50
06-07-2024,01:47:00,CNR5688171846,Canceled by Driver,CID210140,Prime SUV,null,Personal & Car related issue,null,null,2675.00,null,0.00,null,null
05-07-2024,23:38:00,CNR5985396939,Canceled by Customer,CID777782,Mini,AC is Not working,null,null,null,292.00,null,0.00,null,null
17-07-2024,03:34:00,CNR6519116503,Success,CID480566,Auto,null,null,No,null,851.00,UPI,11.00,4.30,3.50
22-07-2024,10:16:00,CNR7140403039,Canceled by Customer,CID748367,Prime Plus,AC is Not working,null,null,null,2211.00,null,0.00,null,null
10-07-2024,16:18:00,CNR5856330990,Success,CID293555,Auto,null,null,No,null,365.00,Credit Card,18.00,3.20,3.30
21-07-2024,04:48:00,CNR8785893365,Canceled by Customer,CID856283,Bike,Driver is not moving towards pickup location,null,null,null,561.00,null,0.00,null,null
19-07-2024,15:49:00,CNR6218904629,Success,CID318403,eBike,null,null,No,null,922.00,Cash,1.00,4.40,4.30
18-07-2024,09:12:00,CNR6897804584,Canceled by Driver,CID898195,Auto,null,Personal & Car related issue,null,null,411.00,null,0.00,null,null
05-07-2024,09:02:00,CNR4666483898,Canceled by Driver,CID800923,Prime SUV,null,Customer related issue,null,null,446.00,null,0.00,null,null
03-07-2024,16:10:00,CNR6733622564,Success,CID221814,Prime SUV,null,null,No,null,2700.00,UPI,39.00,3.10,3.50
17-07-2024,13:05:00,CNR6754203515,Success,CID882813,Bike,null,null,No,null,830.00,UPI,6.00,3.40,4.00
20-07-2024,02:38:00,CNR5988163881,Canceled by Customer,CID310082,Prime Plus,Change of plans,null,null,null,789.00,null,0.00,null,null
23-07-2024,20:46:00,CNR9984850225,Success,CID694487,eBike,null,null,No,null,125.00,UPI,20.00,4.10,3.40
08-07-2024,12:19:00,CNR5468748250,Success,CID878807,Bike,null,null,No,null,1854.00,Cash,23.00,4.10,3.80
27-07-2024,09:37:00,CNR8821158774,Success,CID885177,Prime Sedan,null,null,No,null,1485.00,UPI,20.00,3.30,3.40
07-07-2024,10:19:00,CNR5438038019,Canceled by Driver,CID661063,Auto,null,Personal & Car related issue,null,null,1990.00,null,0.00,null,null
11-07-2024,09:40:00,CNR4491471653,Success,CID926035,Bike,null,null,No,null,886.00,Cash,17.00,4.00,4.90
22-07-2024,08:59:00,CNR7336636881,Success,CID894800,Prime SUV,null,null,No,null,691.00,UPI,34.00,4.20,4.50
20-07-2024,13:46:00,CNR6219013195,Success,CID412910,Prime SUV,null,null,No,null,102.00,Cash,43.00,4.70,4.80
19-07-2024,14:12:00,CNR2227652485,Success,CID240472,Prime SUV,null,null,No,null,168.00,UPI,41.00,4.20,3.20
12-07-2024,16:15:00,CNR8605898558,Canceled by Customer,CID877125,eBike,Driver asked to cancel,null,null,null,449.00,null,0.00,null,null
17-07-2024,10:25:00,CNR2941381626,Success,CID471265,Bike,null,null,No,null,376.00,Cash,26.00,4.10,3.60
15-07-2024,04:33:00,CNR4097702324,Driver Not Found,CID146791,Auto,null,null,null,null,173.00,null,0.00,null,null
09-07-2024,03:05:00,CNR4876080533,Success,CID602638,Mini,null,null,No,null,294.00,UPI,8.00,3.70,3.20
21-07-2024,16:44:00,CNR6083789986,Success,CID506534,Bike,null,null,No,null,843.00,Cash,39.00,4.00,4.60
04-07-2024,08:29:00,CNR1825993012,Canceled by Driver,CID419413,Prime Sedan,null,More than permitted people in there,null,null,430.00,null,0.00,null,null
06-07-2024,21:01:00,CNR8746361376,Canceled by Driver,CID657698,Bike,null,Personal & Car related issue,null,null,114.00,null,0.00,null,null
14-07-2024,14:09:00,CNR6697441088,Success,CID694742,Prime Sedan,null,null,No,null,658.00,Cash,27.00,4.60,4.50
02-07-2024,17:10:00,CNR9993878869,Success,CID401772,Prime Sedan,null,null,No,null,448.00,Cash,46.00,4.50,4.20
10-07-2024,16:29:00,CNR2420513116,Success,CID899347,Prime Plus,null,null,No,null,2820.00,UPI,26.00,3.10,4.80
28-07-2024,17:49:00,CNR3330731500,Driver Not Found,CID106698,eBike,null,null,null,null,278.00,null,0.00,null,null
13-07-2024,14:22:00,CNR7151605876,Success,CID216031,Prime SUV,null,null,No,null,733.00,UPI,9.00,3.00,3.50
03-07-2024,06:02:00,CNR9447176959,Success,CID187474,Auto,null,null,No,null,983.00,Cash,4.00,4.20,3.00
07-07-2024,22:05:00,CNR1649575924,Success,CID541130,Prime Plus,null,null,No,null,182.00,Credit Card,1.00,3.60,4.40
03-07-2024,21:07:00,CNR4095005538,Success,CID992428,Prime Plus,null,null,No,null,297.00,Cash,32.00,4.20,4.70
12-07-2024,01:14:00,CNR7040004982,Driver Not Found,CID395120,Prime Sedan,null,null,null,null,322.00,null,0.00,null,null
15-07-2024,15:19:00,CNR5861229759,Success,CID361047,Prime Sedan,null,null,No,null,675.00,Cash,43.00,4.60,3.30
22-07-2024,16:11:00,CNR1150890063,Success,CID966884,Mini,null,null,No,null,894.00,Cash,29.00,3.40,3.30
23-07-2024,06:43:00,CNR3165470596,Canceled by Customer,CID723377,Auto,Driver asked to cancel,null,null,null,310.00,null,0.00,null,null
11-07-2024,18:57:00,CNR9498429190,Success,CID284285,Auto,null,null,Yes,Vehicle Breakdown,979.00,Cash,18.00,4.50,4.40
08-07-2024,08:46:00,CNR9456673415,Canceled by Driver,CID749834,Auto,null,Personal & Car related issue,null,null,181.00,null,0.00,null,null
14-07-2024,12:03:00,CNR1260139426,Canceled by Driver,CID243954,eBike,null,Personal & Car related issue,null,null,2400.00,null,0.00,null,null
28-07-2024,11:35:00,CNR4692715651,Success,CID933082,eBike,null,null,Yes,Customer Demand,239.00,Cash,47.00,3.90,4.20
22-07-2024,15:43:00,CNR2491884281,Success,CID295267,Bike,null,null,No,null,165.00,Cash,43.00,3.80,3.10
23-07-2024,17:37:00,CNR4712548828,Success,CID258953,eBike,null,null,No,null,289.00,Cash,33.00,3.50,3.30
04-07-2024,18:03:00,CNR2282524299,Driver Not Found,CID676795,Prime Sedan,null,null,null,null,377.00,null,0.00,null,null
30-07-2024,02:38:00,CNR7287269319,Success,CID545286,eBike,null,null,No,null,184.00,UPI,43.00,3.40,3.20
10-07-2024,22:16:00,CNR2308359109,Canceled by Driver,CID447395,eBike,null,More than permitted people in there,null,null,744.00,null,0.00,null,null
17-07-2024,05:35:00,CNR6590499776,Success,CID801290,Prime Plus,null,null,No,null,262.00,UPI,43.00,4.50,3.70
12-07-2024,10:43:00,CNR5216560475,Canceled by Driver,CID940173,Bike,null,Personal & Car related issue,null,null,991.00,null,0.00,null,null
17-07-2024,04:56:00,CNR9020272091,Success,CID443391,Mini,null,null,No,null,316.00,Cash,21.00,3.50,4.10
03-07-2024,00:42:00,CNR3270952406,Success,CID786236,Mini,null,null,No,null,873.00,Credit Card,23.00,4.90,3.60
10-07-2024,09:30:00,CNR6293038412,Canceled by Driver,CID602177,Prime Plus,null,Customer was coughing/sick,null,null,364.00,null,0.00,null,null
12-07-2024,01:17:00,CNR4838486847,Success,CID791173,Prime Plus,null,null,No,null,145.00,Credit Card,36.00,3.60,4.30
15-07-2024,06:13:00,CNR9874486847,Canceled by Driver,CID510063,Bike,null,Personal & Car related issue,null,null,535.00,null,0.00,null,null
18-07-2024,18:47:00,CNR2508727387,Success,CID485013,Prime SUV,null,null,No,null,817.00,Cash,30.00,4.10,4.00
24-07-2024,11:02:00,CNR8711965899,Success,CID361331,Prime Sedan,null,null,No,null,680.00,UPI,1.00,3.40,3.50
09-07-2024,23:12:00,CNR5890567237,Success,CID952924,Prime Sedan,null,null,No,null,433.00,Cash,31.00,3.90,4.30
24-07-2024,17:17:00,CNR9708846533,Canceled by Driver,CID252225,Auto,null,More than permitted people in there,null,null,182.00,null,0.00,null,null
08-07-2024,09:33:00,CNR2709973076,Canceled by Driver,CID911109,eBike,null,Personal & Car related issue,null,null,989.00,null,0.00,null,null
16-07-2024,15:52:00,CNR8983789847,Success,CID520899,Prime Plus,null,null,No,null,319.00,Cash,10.00,4.30,4.60
27-07-2024,04:11:00,CNR1353066546,Success,CID196797,Prime Plus,null,null,No,null,953.00,UPI,16.00,4.90,4.00
06-07-2024,13:55:00,CNR9409841838,Canceled by Driver,CID362373,Prime SUV,null,Customer related issue,null,null,170.00,null,0.00,null,null
13-07-2024,17:03:00,CNR5994493706,Success,CID580129,Auto,null,null,No,null,111.00,Cash,18.00,4.60,3.00
02-07-2024,09:05:00,CNR2789984952,Canceled by Customer,CID951967,Mini,Driver is not moving towards pickup location,null,null,null,286.00,null,0.00,null,null
09-07-2024,23:50:00,CNR5105496544,Success,CID903772,eBike,null,null,No,null,301.00,UPI,26.00,4.70,3.10
26-07-2024,15:29:00,CNR1472540553,Canceled by Driver,CID460433,Bike,null,Customer related issue,null,null,231.00,null,0.00,null,null
11-07-2024,08:45:00,CNR7110540431,Canceled by Driver,CID722877,Mini,null,Customer related issue,null,null,120.00,null,0.00,null,null
20-07-2024,21:28:00,CNR5818348056,Canceled by Customer,CID514155,Auto,Driver asked to cancel,null,null,null,515.00,null,0.00,null,null
30-07-2024,05:03:00,CNR6793790170,Driver Not Found,CID810863,Prime SUV,null,null,null,null,999.00,null,0.00,null,null
13-07-2024,01:40:00,CNR9485112544,Success,CID143300,eBike,null,null,No,null,366.00,Cash,10.00,3.90,4.90
02-07-2024,16:07:00,CNR9894420201,Canceled by Driver,CID999521,Prime SUV,null,Personal & Car related issue,null,null,437.00,null,0.00,null,null
18-07-2024,12:19:00,CNR9405891782,Success,CID175148,eBike,null,null,No,null,251.00,Cash,5.00,3.10,5.00
20-07-2024,22:47:00,CNR9819236455,Success,CID954656,eBike,null,null,No,null,295.00,Cash,34.00,4.80,3.90
08-07-2024,08:05:00,CNR2897454503,Success,CID516029,Bike,null,null,No,null,209.00,Cash,22.00,4.30,4.60
02-07-2024,07:44:00,CNR7824194325,Canceled by Driver,CID816098,eBike,null,Personal & Car related issue,null,null,1658.00,null,0.00,null,null
02-07-2024,12:02:00,CNR7965732003,Canceled by Driver,CID970277,Prime Sedan,null,Customer was coughing/sick,null,null,1134.00,null,0.00,null,null
30-07-2024,23:00:00,CNR5287077026,Success,CID795554,eBike,null,null,No,null,292.00,Cash,32.00,4.50,4.30
01-07-2024,12:50:00,CNR9830544329,Success,CID720564,Prime Sedan,null,null,No,null,324.00,UPI,18.00,4.10,3.90
05-07-2024,03:08:00,CNR7238317593,Canceled by Driver,CID833398,eBike,null,Customer related issue,null,null,485.00,null,0.00,null,null
06-07-2024,22:30:00,CNR1279385081,Canceled by Customer,CID285544,Auto,Driver asked to cancel,null,null,null,490.00,null,0.00,null,null
14-07-2024,16:33:00,CNR6207384540,Success,CID282083,Prime Plus,null,null,No,null,951.00,Cash,13.00,4.70,4.90
05-07-2024,18:28:00,CNR9177750221,Success,CID446174,Bike,null,null,No,null,642.00,UPI,15.00,3.20,4.00
20-07-2024,13:37:00,CNR7559044929,Success,CID538860,Prime SUV,null,null,Yes,Vehicle Breakdown,580.00,Cash,23.00,4.50,3.40
25-07-2024,21:37:00,CNR8039719185,Success,CID685452,Auto,null,null,No,null,253.00,UPI,17.00,3.50,4.70
16-07-2024,14:08:00,CNR2724301787,Canceled by Driver,CID496651,Auto,null,Personal & Car related issue,null,null,210.00,null,0.00,null,null
09-07-2024,19:41:00,CNR1284417706,Canceled by Customer,CID221175,Mini,Change of plans,null,null,null,101.00,null,0.00,null,null
16-07-2024,18:17:00,CNR3532127594,Driver Not Found,CID983132,Prime Sedan,null,null,null,null,111.00,null,0.00,null,null
18-07-2024,05:32:00,CNR5722903679,Success,CID380041,Prime Sedan,null,null,No,null,261.00,Cash,22.00,3.30,3.50
12-07-2024,03:14:00,CNR5144959819,Success,CID908839,Prime Sedan,null,null,No,null,850.00,Cash,23.00,3.20,4.00
17-07-2024,03:24:00,CNR2190782143,Success,CID408615,Prime Sedan,null,null,No,null,495.00,Cash,22.00,4.10,4.20
23-07-2024,08:25:00,CNR3446685194,Success,CID200490,Mini,null,null,No,null,209.00,Cash,25.00,3.60,4.50
15-07-2024,13:22:00,CNR3459459284,Canceled by Driver,CID917000,Prime Plus,null,Customer related issue,null,null,456.00,null,0.00,null,null
26-07-2024,13:59:00,CNR3044120816,Success,CID484930,Prime Sedan,null,null,No,null,312.00,UPI,36.00,4.50,4.70
28-07-2024,23:34:00,CNR6814004317,Success,CID414705,Prime Sedan,null,null,No,null,1273.00,UPI,44.00,4.20,4.50
10-07-2024,12:21:00,CNR4839863529,Success,CID889672,Auto,null,null,No,null,302.00,UPI,10.00,4.90,3.30
10-07-2024,10:19:00,CNR8945547338,Canceled by Customer,CID813481,Prime Plus,Wrong Address,null,null,null,206.00,null,0.00,null,null
03-07-2024,05:04:00,CNR6211910475,Success,CID268335,Prime SUV,null,null,No,null,164.00,Cash,37.00,3.60,3.20
15-07-2024,14:31:00,CNR2934776644,Success,CID713476,Auto,null,null,No,null,242.00,Cash,6.00,4.60,4.90
02-07-2024,07:53:00,CNR2202902735,Driver Not Found,CID315047,Prime Plus,null,null,null,null,1807.00,null,0.00,null,null
29-07-2024,22:10:00,CNR8222327407,Success,CID136564,Prime Plus,null,null,No,null,452.00,UPI,10.00,3.20,3.20
24-07-2024,15:32:00,CNR5988046355,Success,CID215029,Mini,null,null,No,null,357.00,Cash,37.00,3.60,4.70
19-07-2024,22:30:00,CNR6757371732,Canceled by Driver,CID174784,Prime Sedan,null,Customer was coughing/sick,null,null,213.00,null,0.00,null,null
28-07-2024,21:01:00,CNR1323207261,Success,CID266687,eBike,null,null,No,null,324.00,UPI,49.00,4.00,3.90
15-07-2024,10:56:00,CNR9552613764,Driver Not Found,CID311046,Bike,null,null,null,null,200.00,null,0.00,null,null
13-07-2024,21:56:00,CNR4835155370,Success,CID977235,Auto,null,null,No,null,905.00,Cash,8.00,4.10,4.80
10-07-2024,04:32:00,CNR3087339034,Canceled by Customer,CID847412,Prime SUV,Driver asked to cancel,null,null,null,590.00,null,0.00,null,null
04-07-2024,15:41:00,CNR6200453178,Canceled by Driver,CID146856,Bike,null,More than permitted people in there,null,null,384.00,null,0.00,null,null
03-07-2024,19:07:00,CNR3572927387,Driver Not Found,CID389085,Bike,null,null,null,null,202.00,null,0.00,null,null
14-07-2024,21:07:00,CNR4178496335,Success,CID866414,Prime Sedan,null,null,No,null,234.00,UPI,3.00,4.20,4.80
17-07-2024,05:46:00,CNR7561648648,Success,CID238638,Prime Sedan,null,null,No,null,116.00,UPI,47.00,3.00,4.80
26-07-2024,18:32:00,CNR1220481011,Canceled by Driver,CID359311,Prime SUV,null,Customer was coughing/sick,null,null,784.00,null,0.00,null,null
23-07-2024,14:12:00,CNR6792319685,Driver Not Found,CID925519,Prime SUV,null,null,null,null,362.00,null,0.00,null,null
19-07-2024,20:08:00,CNR5334554601,Success,CID865764,Prime Sedan,null,null,No,null,536.00,Cash,40.00,4.20,4.90
09-07-2024,09:59:00,CNR7527473684,Canceled by Driver,CID221220,Mini,null,Personal & Car related issue,null,null,305.00,null,0.00,null,null
20-07-2024,01:29:00,CNR1103549437,Canceled by Customer,CID338692,Auto,AC is Not working,null,null,null,430.00,null,0.00,null,null
08-07-2024,22:55:00,CNR9539561013,Canceled by Driver,CID740752,Prime SUV,null,Customer related issue,null,null,436.00,null,0.00,null,null
28-07-2024,03:19:00,CNR4007784401,Success,CID572619,Bike,null,null,No,null,725.00,UPI,46.00,4.80,4.30
20-07-2024,12:51:00,CNR1328559819,Driver Not Found,CID134513,eBike,null,null,null,null,798.00,null,0.00,null,null
01-07-2024,02:59:00,CNR7118489652,Success,CID928696,Mini,null,null,No,null,351.00,Cash,13.00,3.60,3.00
07-07-2024,04:16:00,CNR7477323341,Driver Not Found,CID362398,Auto,null,null,null,null,635.00,null,0.00,null,null
10-07-2024,22:34:00,CNR1624130109,Success,CID997312,Auto,null,null,No,null,2630.00,UPI,8.00,3.60,4.50
13-07-2024,13:56:00,CNR1690277934,Success,CID706701,Prime SUV,null,null,No,null,102.00,Cash,43.00,4.30,5.00
10-07-2024,20:47:00,CNR6181103582,Success,CID516060,Auto,null,null,No,null,390.00,Cash,18.00,4.20,4.30
21-07-2024,08:03:00,CNR7035020796,Success,CID300820,Auto,null,null,No,null,174.00,UPI,4.00,4.00,3.70
18-07-2024,02:46:00,CNR8893276222,Success,CID203268,eBike,null,null,No,null,451.00,Cash,12.00,3.80,4.40
08-07-2024,05:11:00,CNR4367885736,Canceled by Customer,CID885135,eBike,Driver is not moving towards pickup location,null,null,null,1291.00,null,0.00,null,null
11-07-2024,23:02:00,CNR8352743880,Canceled by Driver,CID795366,Mini,null,Personal & Car related issue,null,null,331.00,null,0.00,null,null
09-07-2024,08:56:00,CNR7841677127,Success,CID701287,Mini,null,null,No,null,159.00,UPI,43.00,3.30,4.60
02-07-2024,14:13:00,CNR1712115892,Success,CID432558,Prime SUV,null,null,No,null,435.00,Cash,39.00,3.20,3.50
17-07-2024,18:52:00,CNR8006312743,Success,CID364183,Mini,null,null,No,null,934.00,Cash,17.00,4.70,4.80
09-07-2024,14:35:00,CNR5624074159,Canceled by Driver,CID347539,Prime Sedan,null,Personal & Car related issue,null,null,851.00,null,0.00,null,null
24-07-2024,16:40:00,CNR1768121888,Driver Not Found,CID201033,Prime SUV,null,null,null,null,1136.00,null,0.00,null,null
04-07-2024,07:32:00,CNR2672842937,Success,CID416565,Auto,null,null,No,null,752.00,UPI,4.00,3.80,4.50
08-07-2024,09:47:00,CNR4597848287,Success,CID525192,Prime SUV,null,null,No,null,293.00,UPI,28.00,4.10,3.20
10-07-2024,10:48:00,CNR5468390006,Canceled by Customer,CID715819,Prime SUV,AC is Not working,null,null,null,695.00,null,0.00,null,null
25-07-2024,13:39:00,CNR4218859598,Canceled by Driver,CID221728,eBike,null,Customer was coughing/sick,null,null,441.00,null,0.00,null,null
22-07-2024,16:54:00,CNR8374130391,Success,CID964314,Prime Sedan,null,null,No,null,402.00,Cash,29.00,3.50,4.80
20-07-2024,09:35:00,CNR8402889048,Canceled by Driver,CID479013,Auto,null,Customer was coughing/sick,null,null,388.00,null,0.00,null,null
07-07-2024,16:02:00,CNR6503280743,Canceled by Customer,CID408515,Prime Sedan,Change of plans,null,null,null,255.00,null,0.00,null,null
16-07-2024,04:21:00,CNR3527976226,Canceled by Driver,CID953588,Prime SUV,null,Personal & Car related issue,null,null,117.00,null,0.00,null,null
13-07-2024,04:09:00,CNR9089592690,Canceled by Driver,CID446260,Mini,null,Personal & Car related issue,null,null,461.00,null,0.00,null,null
21-07-2024,10:49:00,CNR1338670956,Success,CID601850,Mini,null,null,No,null,233.00,Cash,26.00,3.20,4.40
11-07-2024,18:51:00,CNR7874622863,Success,CID328061,Bike,null,null,No,null,114.00,UPI,41.00,4.40,3.40
